id,source,tokens,labels,nested-labels,ds_type
43,http://de.wikipedia.org/wiki/James_Duane_Doty [2009-11-03] ,"['Nach', 'dem', 'er', 'seinen', 'Plan', 'in', 'Washington', 'politisch', 'hatte', 'durchsetzen', 'können', ',', 'hoffte', 'er', 'von', 'Präsident', 'Andrew', 'Jackson', 'zum', 'ersten', 'Territorialgouverneur', 'des', 'Wisconsin-Gebiets', 'ernannt', 'zu', 'werden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-LOCpart', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
44,http://www.n-tv.de/Index_TopperAnleihe_Aktien_gegen_Indizes/210420081910/951812.html [2008-04-21] ,"['Ab', 'dem', 'zweiten', 'Jahr', 'sind', 'die', 'Entwicklungen', 'der', 'Korbwerte', 'für', 'die', 'Berechnung', 'der', 'Kuponhöhe', 'maßgeblich', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
45,http://de.wikipedia.org/wiki/Virginia_Woolf [2010-01-05] ,"['Das', '1927', 'neu', 'herausgegebene', 'Kew', 'Gardens', 'war', 'die', 'attraktivste', 'Veröffentlichung', 'in', 'der', 'Zusammenarbeit', 'der', 'Schwestern', '.']","['O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
46,http://de.wikipedia.org/wiki/Bahnstrecke_Straubing–Miltach [2009-12-13] ,"['Um', 'vier', 'Uhr', 'machte', 'er', 'sich', 'auf', 'die', 'Rückfahrt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
47,handelsblatt.com vom 10.05.2006 [2006-05-10] ,"['Es', 'kam', 'hier', 'nur', 'vereinzelt', 'zu', 'Gewinnmitnahmen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
48,http://de.wikipedia.org/wiki/Honorius_von_Amiens [2009-05-16] ,"['Der', 'wundersame', 'Strauch', 'wurde', 'noch', 'im', '16.', 'Jahrhundert', 'Besuchern', 'des', 'Ortes', 'gezeigt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
49,http://de.wikipedia.org/wiki/Fritz_Horn_(Ingenieur) [2009-10-27] ,"['Viele', 'Fragen', 'der', 'Schiffstheorie', ',', 'die', 'Euler', 'schon', 'aufgeworfen', 'und', 'mit', 'den', 'Mitteln', 'seiner', 'Zeit', 'behandelt', 'hatte', ',', 'fanden', 'in', 'dieser', 'Phase', 'mit', 'Hilfe', 'moderner', 'Erkenntnisse', 'und', 'Methoden', 'eine', 'abschließende', ',', 'physikalisch', 'gesicherte', 'Antwort', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
50,welt.de vom 28.12.2005 [2005-12-28] ,"['Mit', 'den', 'Pretiosen', 'hatte', 'Gloria', 'nach', 'dem', 'Tod', 'ihres', 'Mannes', '1990', 'Steuerschulden', 'in', 'Höhe', 'von', '45', 'Millionen', 'Mark', 'bezahlt', '.']","['O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
51,http://www.dslteam.de/news/artikel/27637 [2007-11-20] ,"['Neben', 'einem', '4-in-1', 'Kartenleser', 'und', 'Bluetooth', '2.0', 'hat', 'Medion', 'einen', '8-fach', 'DVD-', 'und', 'CD-Brenner', 'eingebaut', ',', 'der', 'auch', 'Double-Layer-Medien', 'unterstützt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
52,http://de.wikipedia.org/wiki/Köln-Blumenberg [2009-12-10] ,"['Im', 'Mittelalter', 'fand', 'die', 'Schlacht', 'von', 'Worringen', 'am', '5.', 'Juni', '1288', 'in', 'der', '""', 'Fühlinger', 'Heide', '""', 'statt', '.']","['O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
53,http://www.freitag.de/community/blogs/tom-zille/ehe-statt-liebe.html [2011-01-02] ,"['Spätestens', 'hier', 'können', 'wir', 'erkennen', ',', 'dass', 'unser', 'aller', 'Einschätzung', 'der', 'Krise', 'nicht', 'einmal', 'ansatzweise', 'unabhängig', ',', 'sondern', 'tief', 'europäischen', 'Denkmustern', 'verhaftet', 'ist', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
54,fr-aktuell.de vom 26.01.2005 [2005-01-26] ,"['Auch', 'Zahn', 'erklärt', 'dies', 'damit', ',', 'dass', 'Familien', 'mit', 'Pflegebedürftigen', 'meist', 'etwas', 'anderes', 'wollen', 'als', 'eine', 'Kraft', 'mit', 'geregelter', 'Arbeitszeit', ',', 'die', 'zudem', 'keine', 'pflegerischen', 'Tätigkeiten', 'ausüben', 'darf', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
55,http://de.wikipedia.org/wiki/Longinos [2010-01-09] ,"['Lehre', 'Obwohl', 'Longinos', 'ein', 'Zeitgenosse', 'Plotins', 'und', 'Schüler', 'von', 'dessen', 'Lehrer', 'Ammonios', 'Sakkas', 'war', ',', 'wird', 'er', 'nicht', 'dem', 'Neuplatonismus', ',', 'sondern', 'wegen', 'seiner', 'relativ', 'konservativen', 'Haltung', 'noch', 'dem', 'Mittelplatonismus', 'zugerechnet', '.']","['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERpart', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERpart', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
56,http://de.wikipedia.org/wiki/Orkney [2010-01-16] ,"['Die', 'zahlreichen', 'Naturhäfen', 'an', 'allen', 'Küsten', 'prägten', 'nicht', 'nur', 'die', 'Wirtschafts-', 'und', 'Militärgeschichte', 'der', 'Inselgruppe', 'in', 'allen', 'historischen', 'Epochen', ',', 'sondern', 'auch', 'die', 'des', 'gesamten', 'Vereinigten', 'Königreichs', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
57,welt.de vom 08.08.2006 [2006-08-08] ,"['Modernisierung', 'ja', ',', 'aber', 'der', 'Kurs', 'der', 'CSU', 'ist', 'nicht', 'auf', 'das', 'Erreichen', 'ganz', 'neuer', 'Ufer', 'eingerichtet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
58,http://de.wikipedia.org/wiki/WebDAV [2009-10-20] ,"['Das', 'Öffnen', 'von', 'zusätzlichen', 'Ports', 'einer', 'Firewall', 'erhöht', 'den', 'Zeit-', 'und', 'Arbeitsaufwand', 'für', 'Systemadministratoren', 'und', 'birgt', 'unter', 'Umständen', 'zusätzliche', 'Sicherheitsrisiken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
59,http://de.wikipedia.org/wiki/Horst_Hamann [2008-09-26] ,"['Er', 'heiratet', '1994', 'die', 'Schauspielerin', 'Marie', 'Préaud', ',', 'mit', 'der', 'er', 'zwei', 'Söhne', ',', 'Mateo', 'und', 'Paolo', ',', 'hat', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
60,http://de.wikipedia.org/wiki/Freie_Wähler_Hessen [2009-09-04] ,"['Bei', 'der', 'Sitzung', 'des', 'hessischen', 'Wahlausschusses', 'wurden', '30', 'Kandidaten', 'der', 'Freien', 'Wähler', 'von', 'der', 'Liste', 'gestrichen', ',', 'da', 'diese', 'die', 'formellen', 'Voraussetzung', 'zur', 'Kandidatur', 'nicht', 'erfüllten', 'oder', 'ihre', 'Kandidatur', 'bereits', 'zurückgezogen', 'hatten', '.']","['O', 'O', 'O', 'O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
61,http://de.wikipedia.org/wiki/Korruption_in_der_Europäischen_Union [2009-11-17] ,"['Sie', 'machen', 'gemeinsam', 'etwa', '80', '%', 'des', 'Haushalts', 'aus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
62,http://de.wikipedia.org/wiki/Juan_Soriano [2009-06-24] ,"['Er', 'arbeitet', 'mit', 'der', 'Theatergruppe', 'an', 'Werken', 'von', 'Ionesco', 'und', 'T.', 'S.', 'Eliot', 'und', 'stellt', '1958', 'in', 'der', 'Kunstgalerie', 'Ruthermore', 'in', 'San', 'Francisco', 'aus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
63,http://de.wikipedia.org/wiki/Anni_Krahnstöver [2009-09-30] ,"['Anni', 'Krahnstöver', 'gehörte', '1946/47', 'dem', 'zweiten', 'ernannten', 'Landtag', 'von', 'Schleswig-Holstein', 'an', 'und', 'anschließend', 'bis', 'zum', '4.', 'Januar', '1948', 'dem', 'ersten', 'gewählten', 'Landtag', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
64,http://de.wikipedia.org/wiki/Sacatepéquez [2009-11-27] ,"['Daneben', 'spielt', 'die', 'Rinder', '-', 'und', 'Pferdezucht', 'eine', 'Rolle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
65,spiegel.de vom 19.03.2005 [2005-03-19] ,"['Selbst', 'der', 'Grünen-Vorsitzende', 'Reinhard', 'Bütikofer', 'und', 'FDP-Chef', 'Guido', 'Westerwelle', 'erwarten', 'nun', 'den', 'Wechsel', 'zu', 'einer', 'großen', 'Koalition', 'in', 'Schleswig-Holstein', '.']","['O', 'O', 'B-ORGpart', 'B-PER', 'I-PER', 'O', 'B-ORGpart', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
66,"http://www.spiegel.de/kultur/literatur/0,1518,509991,00.html [2007-10-09] ","['Sie', 'bekommt', 'einen', 'Sohn', ',', 'aber', 'dem', 'Leben', 'als', 'Ehefrau', 'und', 'Mutter', 'ist', 'sie', 'kaum', 'gewachsen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
67,"http://www.augsburger-allgemeine.de/Home/Nachrichten/Bayern/Artikel,-Millionaer-Allgaeu-Gluecksspirale-gesucht-Lotto-_arid,2136145_regid,2_puid,2_pageid,4289.html [2010-05-04] ","['Außerdem', 'kreuzte', 'Mr.', 'oder', 'Mrs', '.', 'X', 'bei', 'den', 'Zusatzspielen', 'Super', '6,', 'Spiel', '77', 'und', 'Glücksspirale', 'jeweils', 'Ja', 'an', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
68,http://de.wikipedia.org/wiki/Wattenmeer_(Nordsee) [2010-01-12] ,"['Durch', 'Fischerei', 'und', 'Jagd', 'rottete', 'der', 'Mensch', 'alle', 'größeren', 'Raubtiere', 'des', 'Watts', 'aus', ',', 'ebenso', 'wie', 'viele', 'Arten', ',', 'die', 'aktiv', 'am', 'Entstehen', 'des', 'Habitats', 'beteiligt', 'waren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
69,http://www.rz-online.ch/rz-archiv/rz-ausgaben/rz-archiv200926fd.html [2011-01-24] ,"['Ein', 'Jojo-Effekt', 'wird', 'mit', 'grosser', 'Sicherheit', 'eintreten', ',', 'zumal', 'beim', 'Fasten', 'nicht', 'erlernt', 'wird', ',', 'wie', 'eine', 'dauerhafte', 'gute', 'Ernährung', 'anzuwenden', 'ist', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
70,http://de.wikipedia.org/wiki/Chatuchak [2009-12-15] ,"['Der', 'Queen', 'Sirikit', 'Park', '(', '0,224', 'km²', ')', 'ist', 'ein', 'Botanischer', 'Garten', ',', 'der', 'zu', 'Ehren', 'des', '60.', 'Geburtstags', 'von', 'Königin', 'Sirikit', 'im', 'Dezember', '1996', 'eröffnet', 'wurde', '.']","['O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
71,http://www.welt.de/wirtschaft/article1667537/Preise_fuer_Lebensmittel_schiessen_in_die_Hoehe.html#reqRSS [2008-02-14] ,"['Besonders', 'drastisch', 'war', 'die', 'Teuerungsrate', 'im', 'Januar', 'bei', 'Lebensmitteln', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
72,"http://www.tagesspiegel.de/zeitung/Titelseite-Aids-Aids-Aufklaerung;art692,2774403 [2009-04-15] ","['Oder', 'der', 'Partner', ',', 'von', 'dem', 'man', 'ein', 'Gefühl', 'der', 'Selbstverantwortung', 'für', 'den', 'eigenen', 'Körper', 'erwarten', 'kann', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
73,http://de.wikipedia.org/wiki/Friedrich_Schwally [2010-01-02] ,"['Er', 'pflegte', 'Kontakt', 'zu', 'seinen', 'Fachkollegen', 'im', 'In-', 'und', 'Ausland', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
74,http://de.wikipedia.org/wiki/Simon_Petrus [2010-01-16] ,"['Die', 'literarische', 'und', 'archäologische', 'Frage', 'nach', 'den', 'tropaia', 'ton', 'apostolon', ""''"", ',', 'Gym', '.']","['B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'B-ORG', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
75,http://www.nzz.ch/nachrichten/sport/aktuell/ski_nordisch_langlauf_taktische_meisterleistung_dario_colognas_1.1609652.html [2008-12-28] ,"['Der', 'Deutsche', 'bestimmte', 'bis', 'auf', 'den', 'Schlussteil', 'die', 'Gangart', '.']","['O', 'B-LOCderiv', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
76,http://de.wikipedia.org/wiki/Mauricio_Funes [2009-12-19] ,"['Einige', 'soziale', 'Organisationen', 'bekundeten', 'ihre', 'Unzufriedenheit', 'mit', 'dieser', 'Entlassung', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
77,http://www.blick.ch/news/schweiz/politik/der-heisse-draht-der-bundespraesidentin-157567.html [2010-12-22] ,"['Zu', 'verteilen', 'gibt', 'es', 'nur', 'noch', 'das', 'Wirtschaftsdepartement', 'und', 'das', 'Justizdepartement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
78,http://www.torgauerzeitung.com/Default.aspx?t=NewsDetailModus(45485) [2009-10-29] ,"['Das', 'bestätigte', 'der', 'Leiter', 'des', 'Ordnungsamtes', 'der', 'Kreisbehörde', ',', 'Hannes', 'Markert', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
79,http://de.wikipedia.org/wiki/Mobilitätserziehung [2009-11-07] ,"['Die', 'Mobilitätserziehung', 'befasst', 'sich', 'mit', 'Unfallanalysen', 'und', 'erarbeitet', 'daraus', 'praktische', 'Konsequenzen', 'für', 'die', 'Wahl', 'der', 'angemessenen', 'Mobilitätsformen', ',', 'das', 'Verhalten', 'in', ',', 'mit', 'und', 'um', 'Fahrzeuge', ',', 'den', 'Umgang', 'der', 'Verkehrsteilnehmer', 'untereinander', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
80,http://de.wikipedia.org/wiki/Rocky_Mountain_Fur_Company [2009-12-04] ,"['Der', 'Hauptkamm', 'war', 'zugleich', 'die', 'Außengrenze', 'der', 'Vereinigten', 'Staaten', '.']","['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
81,"http://www.spiegel.de/politik/ausland/0,1518,473969,00.html [2007-03-26] ","['Das', 'BKA', 'hat', 'für', 'die', 'Bundesanwaltschaft', 'schon', 'mehrmals', 'in', 'Afghanistan', 'ermittelt', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
82,"http://www.dw-world.de/dw/function/0,,12356_cid_5339597,00.html?maca=de-newsisfree_newsheadlines-23-rdf [2010-03-10] ","['Der', 'Text', 'war', 'bereits', 'im', 'September', 'von', 'beiden', 'Seiten', 'unterzeichnet', 'worden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
83,http://www.golem.de/0807/61134.html [2008-07-17] ,"['Dafür', 'kann', 'das', 'Bild', 'bei', 'den', 'neuen', 'Notebooks', 'dank', 'eines', 'HDMI-Ausgangs', 'auch', 'ohne', 'Docking-Station', 'digital', 'an', 'einen', 'zweiten', 'Monitor', 'ausgegeben', 'werden', '.', 'weiter', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
84,http://de.wikipedia.org/wiki/Kaiser’s_Tengelmann [2009-12-16] ,"['Boris', 'Hedde', ':', 'Image', 'von', 'Kaiser’s', 'nachhaltig', 'geschwächt', 'In', ':', 'Wirtschaftswoche', 'online', 'vom', '29.', 'Juni', '2009', 'Der', 'langjährig', 'Beschäftigten', 'war', 'vorgeworfen', 'worden', ',', 'zwei', 'ihr', 'nicht', 'gehörende', 'Leergutbons', 'im', 'Gesamtwert', 'von', '1,30', 'Euro', 'eingelöst', 'zu', 'haben', '.']","['B-PER', 'I-PER', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",train
